kernel_weights
-0.439450
0.354431
0.133919
0.133919

pooling_output
normal,,,,abnormal,,,
feature1,feature2,feature3,feature4,feature1,feature2,feature3,feature4
0.006557,0.019004,0.032872,0.033944,0.022001,0.016370,0.031528,0.022821

normal,abnormal
0.005174,-0.046044
-0.037404,-0.000412
-0.009052,-0.000412
0.013814,0.045321
-0.028764,-0.065755
0.013814,0.028041
-0.005897,-0.079982
-0.020124,0.042166
0.045321,-0.031817
-0.025609,-0.063324
0.028662,-0.040559
0.051529,0.005073
0.042991,0.042166
-0.068086,-0.005897
-0.016969,-0.011484
0.028662,0.045321
0.083035,-0.045942
0.043612,-0.091675
0.092398,-0.072065
0.078273,0.021731
0.069735,-0.057839
-0.055568,-0.012207
0.029487,-0.012207
0.012207,0.042166
-0.005073,-0.051630
-0.050806,0.056392
0.005897,-0.074395
0.005897,-0.034972
0.014537,-0.034972
0.031817,-0.080705
0.046044,0.021731
0.031919,-0.054785
-0.050806,0.039011
0.002844,0.005174
-0.053961,-0.068910
-0.002844,0.016246
0.085467,-0.060270
-0.013814,0.013713
0.005897,0.090952
0.028764,-0.025609
-0.028041,0.013916
0.074395,-0.120027
0.017692,-0.057839
-0.008228,-0.020847
-0.016868,-0.012207
-0.076827,0.019299
0.036681,-0.000412
-0.051529,0.022454
-0.054684,-0.014537
-0.026332,0.002743
-0.031919,-0.011484
0.010659,0.076827
0.005174,-0.053961
-0.051630,0.016969
0.050806,-0.042889
-0.014537,-0.014537
-0.023177,-0.028764
-0.063324,0.031094
-0.026332,0.002743
-0.054785,0.016969
0.070517,-0.051529
-0.028764,-0.014537
0.005174,-0.034351
-0.031817,0.090952
-0.077550,0.005897
0.027939,0.014537
-0.023279,0.023177
0.061979,0.046044
-0.142893,0.009052
-0.020847,0.009052
-0.003567,-0.013814
0.027939,0.028764
0.022454,-0.013814
-0.014537,0.031817
-0.031817,0.080603
-0.046044,0.057839
-0.014639,0.075220
0.059446,-0.038390
0.016969,0.175123
0.000311,0.061716
0.045942,0.050023
0.137408,-0.018475
-0.004451,-0.058723
0.097985,0.040559
0.032642,-0.053859
-0.010558,-0.077347
-0.067984,-0.217599
-0.148378,-0.107348
-0.069532,-0.142009
-0.132545,-0.088359
-0.138854,-0.202590
