kernel_weights
-0.033669
-0.466221
0.033669
-0.354431

pooling_output
normal,,,,abnormal,,,
feature1,feature2,feature3,feature4,feature1,feature2,feature3,feature4
0.081145,0.045551,0.060154,0.000954,0.034728,0.081613,0.124863,0.008758

normal,abnormal
-0.079418,-0.033685
-0.079418,-0.053684
-0.102284,0.005778
-0.077246,-0.077246
-0.109497,-0.026473
-0.081590,-0.033685
-0.102284,-0.007951
-0.122979,0.001434
-0.128019,-0.017088
-0.162442,-0.022128
-0.088802,-0.079418
-0.136708,-0.026473
-0.095072,-0.033685
-0.171580,-0.007951
-0.203831,0.001434
-0.213215,0.005778
-0.217559,-0.047167
-0.210347,-0.024300
-0.183136,-0.033685
-0.238254,-0.053684
-0.162442,-0.017088
-0.194693,-0.097940
-0.159574,-0.100112
-0.221657,-0.107324
-0.176620,-0.065936
-0.275545,-0.040201
-0.214692,-0.000738
-0.183136,0.074378
-0.192521,-0.030817
-0.212519,0.040897
-0.175924,0.005083
-0.165310,-0.035857
-0.153304,-0.000738
-0.088107,-0.039955
-0.026473,0.002911
-0.125151,-0.111669
-0.113594,0.047167
-0.153753,-0.081590
-0.148960,0.010818
-0.141052,-0.095768
-0.049339,-0.054379
-0.153058,-0.111669
-0.077246,-0.051511
-0.139575,-0.077246
-0.015163,-0.056551
-0.085934,-0.035857
0.033685,-0.007951
-0.120807,0.024300
-0.044995,-0.042127
-0.137403,0.010123
-0.083762,-0.061591
-0.079418,-0.010123
-0.079418,0.001434
-0.102284,0.028645
-0.077246,-0.026473
-0.155230,0.003606
-0.054379,-0.024300
-0.118881,-0.049339
-0.055856,0.021433
-0.070033,-0.038029
-0.097940,0.052207
-0.130191,0.074378
-0.109497,-0.000738
-0.134535,0.111669
-0.033685,-0.047167
-0.113841,0.081590
0.001434,-0.079418
-0.054379,0.056551
0.017088,0.014220
-0.030817,0.017784
0.033685,0.086630
-0.090728,-0.014916
-0.065689,0.007951
-0.135231,-0.031513
-0.136708,-0.007951
